product_id,subcategory_id,brand,material,vendor_name,min_order_qty,max_order_qty,launch_date,rating,occasion,style,season,gender,product_name,product_desc,created_at,updated_at
170,5,Zara,Wool,"Morris, Reid and Suarez",1,3,2025-05-26 04:05:51+05:30,0,Office,Formal,Winter,Women,Women Formal Pant - Wool | 'Winter',"A stylish Pant made from Wool, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-05-26 04:05:51+05:30,2025-05-26 04:05:51+05:30
171,5,Zara,Cotton,"Colon, Higgins and Jones",1,3,2025-06-22 15:53:34+05:30,0,Festival,Formal,Summer,Unisex,Unisex Formal Pant - Cotton | 'Summer',"A stylish Pant made from Cotton, ideal for Summer fashion. Tailored for Unisex who prefer Formal looks.",2025-06-22 15:53:34+05:30,2025-06-22 15:53:34+05:30
172,5,Marks & Spencer,Corduroy,"Gilbert, Kaiser and Riley",1,3,2025-06-06 11:25:47+05:30,0,Travel,Formal,Winter,Unisex,Unisex Formal Pant - Corduroy | 'Winter',"A stylish Pant made from Corduroy, ideal for Winter fashion. Tailored for Unisex who prefer Formal looks.",2025-06-06 11:25:47+05:30,2025-06-06 11:25:47+05:30
173,5,Levi's,Twill,"Morris, Reid and Suarez",1,3,2025-06-15 23:06:28+05:30,0,Office,Casual,Summer,Unisex,Unisex Casual Pant - Twill | 'Summer',"A stylish Pant made from Twill, ideal for Summer fashion. Tailored for Unisex who prefer Casual looks.",2025-06-15 23:06:28+05:30,2025-06-15 23:06:28+05:30
174,5,Zara,Corduroy,"Jarvis, Green and Henderson",1,3,2025-06-04 15:45:49+05:30,0,DailyWear,Casual,Winter,Unisex,Unisex Casual Pant - Corduroy | 'Winter',"A stylish Pant made from Corduroy, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-06-04 15:45:49+05:30,2025-06-04 15:45:49+05:30
175,5,Zara,Corduroy,"Garcia, Simmons and Barajas",1,3,2025-06-05 01:48:47+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Pant - Corduroy | 'Summer',"A stylish Pant made from Corduroy, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-05 01:48:47+05:30,2025-06-05 01:48:47+05:30
176,5,Dockers,Corduroy,Eaton-Martin,1,3,2025-05-23 07:26:50+05:30,0,Festival,Formal,Winter,Men,Men Formal Pant - Corduroy | 'Winter',"A stylish Pant made from Corduroy, ideal for Winter fashion. Tailored for Men who prefer Formal looks.",2025-05-23 07:26:50+05:30,2025-05-23 07:26:50+05:30
177,5,Dockers,Corduroy,"Garcia, Simmons and Barajas",1,3,2025-06-04 13:34:05+05:30,0,Office,Casual,Summer,Men,Men Casual Pant - Corduroy | 'Summer',"A stylish Pant made from Corduroy, ideal for Summer fashion. Tailored for Men who prefer Casual looks.",2025-06-04 13:34:05+05:30,2025-06-04 13:34:05+05:30
178,5,Van Heusen,Corduroy,"Garcia, Simmons and Barajas",1,3,2025-05-31 08:21:20+05:30,0,DailyWear,Formal,Winter,Men,Men Formal Pant - Corduroy | 'Winter',"A stylish Pant made from Corduroy, ideal for Winter fashion. Tailored for Men who prefer Formal looks.",2025-05-31 08:21:20+05:30,2025-05-31 08:21:20+05:30
179,5,Dockers,Corduroy,"Jarvis, Green and Henderson",1,3,2025-06-07 15:41:34+05:30,0,Office,Formal,Summer,Men,Men Formal Pant - Corduroy | 'Summer',"A stylish Pant made from Corduroy, ideal for Summer fashion. Tailored for Men who prefer Formal looks.",2025-06-07 15:41:34+05:30,2025-06-07 15:41:34+05:30
180,5,Marks & Spencer,Corduroy,Peterson PLC,1,3,2025-06-04 19:18:00+05:30,0,Travel,Formal,Summer,Unisex,Unisex Formal Pant - Corduroy | 'Summer',"A stylish Pant made from Corduroy, ideal for Summer fashion. Tailored for Unisex who prefer Formal looks.",2025-06-04 19:18:00+05:30,2025-06-04 19:18:00+05:30
181,6,Wrangler,Denim,"Morris, Reid and Suarez",1,3,2025-05-22 04:33:48+05:30,0,Travel,Casual,Winter,Men,Men Casual Jeans - Denim | 'Winter',"A stylish Jeans made from Denim, ideal for Winter fashion. Tailored for Men who prefer Casual looks.",2025-05-22 04:33:48+05:30,2025-05-22 04:33:48+05:30
182,6,Wrangler,Denim,"Booker, Graves and Wilson",1,3,2025-06-16 01:38:23+05:30,0,Office,Formal,Summer,Men,Men Formal Jeans - Denim | 'Summer',"A stylish Jeans made from Denim, ideal for Summer fashion. Tailored for Men who prefer Formal looks.",2025-06-16 01:38:23+05:30,2025-06-16 01:38:23+05:30
183,6,Wrangler,Selvage,Peterson PLC,1,3,2025-06-22 07:02:09+05:30,0,Travel,Formal,Summer,Women,Women Formal Jeans - Selvage | 'Summer',"A stylish Jeans made from Selvage, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-22 07:02:09+05:30,2025-06-22 07:02:09+05:30
184,6,Pepe Jeans,Selvage,"Booker, Graves and Wilson",1,3,2025-06-09 02:17:57+05:30,0,DailyWear,Formal,Summer,Unisex,Unisex Formal Jeans - Selvage | 'Summer',"A stylish Jeans made from Selvage, ideal for Summer fashion. Tailored for Unisex who prefer Formal looks.",2025-06-09 02:17:57+05:30,2025-06-09 02:17:57+05:30
185,6,Pepe Jeans,Denim,"Colon, Higgins and Jones",1,3,2025-06-16 21:19:02+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Jeans - Denim | 'Summer',"A stylish Jeans made from Denim, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-06-16 21:19:02+05:30,2025-06-16 21:19:02+05:30
186,6,Wrangler,Raw Denim,"Gilbert, Kaiser and Riley",1,3,2025-06-03 15:15:46+05:30,0,Travel,Casual,Summer,Men,Men Casual Jeans - Raw Denim | 'Summer',"A stylish Jeans made from Raw Denim, ideal for Summer fashion. Tailored for Men who prefer Casual looks.",2025-06-03 15:15:46+05:30,2025-06-03 15:15:46+05:30
187,6,Diesel,Selvage,"Morris, Reid and Suarez",1,3,2025-06-05 19:24:11+05:30,0,DailyWear,Formal,Summer,Men,Men Formal Jeans - Selvage | 'Summer',"A stylish Jeans made from Selvage, ideal for Summer fashion. Tailored for Men who prefer Formal looks.",2025-06-05 19:24:11+05:30,2025-06-05 19:24:11+05:30
188,6,Pepe Jeans,Cotton Blend,Eaton-Martin,1,3,2025-06-16 14:06:57+05:30,0,Office,Formal,Winter,Women,Women Formal Jeans - Cotton Blend | 'Winter',"A stylish Jeans made from Cotton Blend, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-16 14:06:57+05:30,2025-06-16 14:06:57+05:30
189,6,Wrangler,Selvage,"Waters, Mckenzie and Rodriguez",1,3,2025-06-14 03:45:36+05:30,0,Office,Casual,Winter,Women,Women Casual Jeans - Selvage | 'Winter',"A stylish Jeans made from Selvage, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-14 03:45:36+05:30,2025-06-14 03:45:36+05:30
190,6,Lee,Raw Denim,"Jarvis, Green and Henderson",1,3,2025-06-14 02:35:55+05:30,0,Office,Formal,Winter,Unisex,Unisex Formal Jeans - Raw Denim | 'Winter',"A stylish Jeans made from Raw Denim, ideal for Winter fashion. Tailored for Unisex who prefer Formal looks.",2025-06-14 02:35:55+05:30,2025-06-14 02:35:55+05:30
191,6,Diesel,Cotton Blend,"Ellison, Perry and Terry",1,3,2025-06-11 20:18:51+05:30,0,Travel,Casual,Winter,Unisex,Unisex Casual Jeans - Cotton Blend | 'Winter',"A stylish Jeans made from Cotton Blend, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-06-11 20:18:51+05:30,2025-06-11 20:18:51+05:30
192,6,Wrangler,Stretch Denim,"Colon, Higgins and Jones",1,3,2025-06-18 05:18:56+05:30,0,Festival,Casual,Winter,Unisex,Unisex Casual Jeans - Stretch Denim | 'Winter',"A stylish Jeans made from Stretch Denim, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-06-18 05:18:56+05:30,2025-06-18 05:18:56+05:30
193,6,Pepe Jeans,Stretch Denim,"Waters, Mckenzie and Rodriguez",1,3,2025-06-13 07:12:39+05:30,0,DailyWear,Casual,Winter,Unisex,Unisex Casual Jeans - Stretch Denim | 'Winter',"A stylish Jeans made from Stretch Denim, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-06-13 07:12:39+05:30,2025-06-13 07:12:39+05:30
194,6,Levi's,Raw Denim,"Ellison, Perry and Terry",1,3,2025-06-14 11:08:15+05:30,0,DailyWear,Casual,Winter,Unisex,Unisex Casual Jeans - Raw Denim | 'Winter',"A stylish Jeans made from Raw Denim, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-06-14 11:08:15+05:30,2025-06-14 11:08:15+05:30
195,6,Wrangler,Stretch Denim,"Gilbert, Kaiser and Riley",1,3,2025-05-24 18:23:36+05:30,0,Festival,Casual,Winter,Women,Women Casual Jeans - Stretch Denim | 'Winter',"A stylish Jeans made from Stretch Denim, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-05-24 18:23:36+05:30,2025-05-24 18:23:36+05:30
196,6,Levi's,Stretch Denim,"Waters, Mckenzie and Rodriguez",1,3,2025-05-29 11:56:15+05:30,0,Festival,Formal,Winter,Men,Men Formal Jeans - Stretch Denim | 'Winter',"A stylish Jeans made from Stretch Denim, ideal for Winter fashion. Tailored for Men who prefer Formal looks.",2025-05-29 11:56:15+05:30,2025-05-29 11:56:15+05:30
197,6,Lee,Stretch Denim,"Waters, Mckenzie and Rodriguez",1,3,2025-05-25 12:59:13+05:30,0,Office,Casual,Winter,Unisex,Unisex Casual Jeans - Stretch Denim | 'Winter',"A stylish Jeans made from Stretch Denim, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-05-25 12:59:13+05:30,2025-05-25 12:59:13+05:30
198,6,Diesel,Denim,"Ellison, Perry and Terry",1,3,2025-06-22 06:51:50+05:30,0,DailyWear,Formal,Winter,Women,Women Formal Jeans - Denim | 'Winter',"A stylish Jeans made from Denim, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-22 06:51:50+05:30,2025-06-22 06:51:50+05:30
199,6,Pepe Jeans,Denim,"Garcia, Simmons and Barajas",1,3,2025-05-22 03:19:52+05:30,0,Festival,Casual,Summer,Women,Women Casual Jeans - Denim | 'Summer',"A stylish Jeans made from Denim, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-05-22 03:19:52+05:30,2025-05-22 03:19:52+05:30
200,6,Levi's,Denim,Eaton-Martin,1,3,2025-06-15 04:47:20+05:30,0,DailyWear,Formal,Winter,Unisex,Unisex Formal Jeans - Denim | 'Winter',"A stylish Jeans made from Denim, ideal for Winter fashion. Tailored for Unisex who prefer Formal looks.",2025-06-15 04:47:20+05:30,2025-06-15 04:47:20+05:30
201,7,Zara,Satin,"Gilbert, Kaiser and Riley",1,3,2025-06-09 05:43:42+05:30,0,Festival,Formal,Summer,Women,Women Formal Skirt - Satin | 'Summer',"A stylish Skirt made from Satin, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-09 05:43:42+05:30,2025-06-09 05:43:42+05:30
202,7,ASOS,Linen,"Garcia, Simmons and Barajas",1,3,2025-05-24 17:43:48+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Skirt - Linen | 'Summer',"A stylish Skirt made from Linen, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-05-24 17:43:48+05:30,2025-05-24 17:43:48+05:30
203,7,Mango,Tulle,"Jarvis, Green and Henderson",1,3,2025-06-14 23:14:46+05:30,0,Office,Casual,Summer,Women,Women Casual Skirt - Tulle | 'Summer',"A stylish Skirt made from Tulle, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-06-14 23:14:46+05:30,2025-06-14 23:14:46+05:30
204,7,Mango,Denim,Peterson PLC,1,3,2025-06-03 02:05:15+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Skirt - Denim | 'Summer',"A stylish Skirt made from Denim, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-03 02:05:15+05:30,2025-06-03 02:05:15+05:30
205,7,Zara,Linen,Peterson PLC,1,3,2025-06-12 21:37:11+05:30,0,Festival,Formal,Summer,Women,Women Formal Skirt - Linen | 'Summer',"A stylish Skirt made from Linen, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-12 21:37:11+05:30,2025-06-12 21:37:11+05:30
206,7,ASOS,Denim,"Colon, Higgins and Jones",1,3,2025-05-30 11:28:39+05:30,0,Festival,Casual,Summer,Women,Women Casual Skirt - Denim | 'Summer',"A stylish Skirt made from Denim, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-05-30 11:28:39+05:30,2025-05-30 11:28:39+05:30
207,7,Mango,Linen,Peterson PLC,1,3,2025-06-06 04:26:19+05:30,0,Travel,Casual,Summer,Women,Women Casual Skirt - Linen | 'Summer',"A stylish Skirt made from Linen, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-06-06 04:26:19+05:30,2025-06-06 04:26:19+05:30
208,7,H&M,Denim,"Jarvis, Green and Henderson",1,3,2025-05-30 13:52:31+05:30,0,Travel,Formal,Summer,Women,Women Formal Skirt - Denim | 'Summer',"A stylish Skirt made from Denim, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-05-30 13:52:31+05:30,2025-05-30 13:52:31+05:30
209,7,Zara,Linen,"Jarvis, Green and Henderson",1,3,2025-05-30 17:28:28+05:30,0,Travel,Formal,Summer,Women,Women Formal Skirt - Linen | 'Summer',"A stylish Skirt made from Linen, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-05-30 17:28:28+05:30,2025-05-30 17:28:28+05:30
210,7,Forever 21,Chiffon,"Ellison, Perry and Terry",1,3,2025-05-31 04:49:49+05:30,0,Office,Formal,Summer,Women,Women Formal Skirt - Chiffon | 'Summer',"A stylish Skirt made from Chiffon, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-05-31 04:49:49+05:30,2025-05-31 04:49:49+05:30
211,7,Mango,Denim,"Waters, Mckenzie and Rodriguez",1,3,2025-06-22 16:21:09+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Skirt - Denim | 'Summer',"A stylish Skirt made from Denim, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-22 16:21:09+05:30,2025-06-22 16:21:09+05:30
212,7,ASOS,Linen,"Waters, Mckenzie and Rodriguez",1,3,2025-06-22 18:26:36+05:30,0,Festival,Formal,Summer,Women,Women Formal Skirt - Linen | 'Summer',"A stylish Skirt made from Linen, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-22 18:26:36+05:30,2025-06-22 18:26:36+05:30
213,7,Zara,Tulle,"Morris, Reid and Suarez",1,3,2025-05-29 17:37:42+05:30,0,Travel,Casual,Summer,Women,Women Casual Skirt - Tulle | 'Summer',"A stylish Skirt made from Tulle, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-05-29 17:37:42+05:30,2025-05-29 17:37:42+05:30
214,7,Mango,Chiffon,Eaton-Martin,1,3,2025-06-17 06:36:54+05:30,0,Festival,Casual,Summer,Women,Women Casual Skirt - Chiffon | 'Summer',"A stylish Skirt made from Chiffon, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-06-17 06:36:54+05:30,2025-06-17 06:36:54+05:30
215,7,Zara,Chiffon,"Ellison, Perry and Terry",1,3,2025-06-13 16:11:14+05:30,0,Office,Formal,Summer,Women,Women Formal Skirt - Chiffon | 'Summer',"A stylish Skirt made from Chiffon, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-13 16:11:14+05:30,2025-06-13 16:11:14+05:30
216,7,H&M,Linen,"Booker, Graves and Wilson",1,3,2025-05-27 21:29:27+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Skirt - Linen | 'Summer',"A stylish Skirt made from Linen, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-05-27 21:29:27+05:30,2025-05-27 21:29:27+05:30
217,7,Mango,Tulle,"Ellison, Perry and Terry",1,3,2025-06-03 21:52:41+05:30,0,Office,Formal,Summer,Women,Women Formal Skirt - Tulle | 'Summer',"A stylish Skirt made from Tulle, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-03 21:52:41+05:30,2025-06-03 21:52:41+05:30
218,7,Mango,Chiffon,Peterson PLC,1,3,2025-05-27 14:14:16+05:30,0,Travel,Casual,Summer,Women,Women Casual Skirt - Chiffon | 'Summer',"A stylish Skirt made from Chiffon, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-05-27 14:14:16+05:30,2025-05-27 14:14:16+05:30
219,7,Forever 21,Tulle,Peterson PLC,1,3,2025-05-28 11:38:27+05:30,0,Office,Casual,Summer,Women,Women Casual Skirt - Tulle | 'Summer',"A stylish Skirt made from Tulle, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-05-28 11:38:27+05:30,2025-05-28 11:38:27+05:30
220,7,Zara,Tulle,Eaton-Martin,1,3,2025-06-16 18:10:23+05:30,0,Festival,Casual,Summer,Women,Women Casual Skirt - Tulle | 'Summer',"A stylish Skirt made from Tulle, ideal for Summer fashion. Tailored for Women who prefer Casual looks.",2025-06-16 18:10:23+05:30,2025-06-16 18:10:23+05:30
221,8,Adidas,Cotton Blend,"Gilbert, Kaiser and Riley",1,3,2025-06-11 14:15:10+05:30,0,Festival,Casual,Winter,Women,Women Casual Leggings - Cotton Blend | 'Winter',"A stylish Leggings made from Cotton Blend, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-11 14:15:10+05:30,2025-06-11 14:15:10+05:30
222,8,Nike,Modal,Peterson PLC,1,3,2025-05-26 12:08:57+05:30,0,Travel,Casual,Winter,Women,Women Casual Leggings - Modal | 'Winter',"A stylish Leggings made from Modal, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-05-26 12:08:57+05:30,2025-05-26 12:08:57+05:30
223,8,Zivame,Modal,"Ellison, Perry and Terry",1,3,2025-06-03 12:14:27+05:30,0,Office,Casual,Winter,Women,Women Casual Leggings - Modal | 'Winter',"A stylish Leggings made from Modal, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-03 12:14:27+05:30,2025-06-03 12:14:27+05:30
224,8,Zivame,Lycra,"Ellison, Perry and Terry",1,3,2025-06-20 06:00:11+05:30,0,Travel,Formal,Winter,Women,Women Formal Leggings - Lycra | 'Winter',"A stylish Leggings made from Lycra, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-20 06:00:11+05:30,2025-06-20 06:00:11+05:30
225,8,Puma,Modal,"Ellison, Perry and Terry",1,3,2025-06-21 13:16:34+05:30,0,Travel,Formal,Winter,Women,Women Formal Leggings - Modal | 'Winter',"A stylish Leggings made from Modal, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-21 13:16:34+05:30,2025-06-21 13:16:34+05:30
226,8,Jockey,Cotton Blend,"Morris, Reid and Suarez",1,3,2025-06-16 08:57:23+05:30,0,Travel,Casual,Winter,Women,Women Casual Leggings - Cotton Blend | 'Winter',"A stylish Leggings made from Cotton Blend, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-16 08:57:23+05:30,2025-06-16 08:57:23+05:30
227,8,Zivame,Cotton Blend,"Garcia, Simmons and Barajas",1,3,2025-06-12 06:37:38+05:30,0,Travel,Casual,Winter,Women,Women Casual Leggings - Cotton Blend | 'Winter',"A stylish Leggings made from Cotton Blend, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-12 06:37:38+05:30,2025-06-12 06:37:38+05:30
228,8,Jockey,Lycra,"Jarvis, Green and Henderson",1,3,2025-06-15 08:58:32+05:30,0,Office,Formal,Winter,Women,Women Formal Leggings - Lycra | 'Winter',"A stylish Leggings made from Lycra, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-15 08:58:32+05:30,2025-06-15 08:58:32+05:30
229,8,Nike,Nylon,"Ellison, Perry and Terry",1,3,2025-06-08 15:05:18+05:30,0,Festival,Formal,Winter,Women,Women Formal Leggings - Nylon | 'Winter',"A stylish Leggings made from Nylon, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-08 15:05:18+05:30,2025-06-08 15:05:18+05:30
230,8,Zivame,Modal,"Colon, Higgins and Jones",1,3,2025-06-18 06:28:23+05:30,0,Festival,Casual,Winter,Women,Women Casual Leggings - Modal | 'Winter',"A stylish Leggings made from Modal, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-18 06:28:23+05:30,2025-06-18 06:28:23+05:30
231,8,Nike,Cotton Blend,"Garcia, Simmons and Barajas",1,3,2025-06-19 07:46:44+05:30,0,Office,Formal,Winter,Women,Women Formal Leggings - Cotton Blend | 'Winter',"A stylish Leggings made from Cotton Blend, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-19 07:46:44+05:30,2025-06-19 07:46:44+05:30
232,8,Zivame,Spandex,"Colon, Higgins and Jones",1,3,2025-06-06 06:24:12+05:30,0,Travel,Casual,Winter,Women,Women Casual Leggings - Spandex | 'Winter',"A stylish Leggings made from Spandex, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-06 06:24:12+05:30,2025-06-06 06:24:12+05:30
233,8,Zivame,Lycra,Peterson PLC,1,3,2025-06-19 00:38:29+05:30,0,Travel,Formal,Winter,Women,Women Formal Leggings - Lycra | 'Winter',"A stylish Leggings made from Lycra, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-19 00:38:29+05:30,2025-06-19 00:38:29+05:30
234,8,Jockey,Cotton Blend,"Garcia, Simmons and Barajas",1,3,2025-06-03 09:30:55+05:30,0,Travel,Casual,Winter,Women,Women Casual Leggings - Cotton Blend | 'Winter',"A stylish Leggings made from Cotton Blend, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-03 09:30:55+05:30,2025-06-03 09:30:55+05:30
235,8,Nike,Nylon,"Colon, Higgins and Jones",1,3,2025-06-22 06:21:00+05:30,0,Festival,Formal,Winter,Women,Women Formal Leggings - Nylon | 'Winter',"A stylish Leggings made from Nylon, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-22 06:21:00+05:30,2025-06-22 06:21:00+05:30
236,8,Puma,Lycra,"Morris, Reid and Suarez",1,3,2025-06-10 17:19:25+05:30,0,Office,Formal,Winter,Women,Women Formal Leggings - Lycra | 'Winter',"A stylish Leggings made from Lycra, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-10 17:19:25+05:30,2025-06-10 17:19:25+05:30
237,8,Adidas,Lycra,"Booker, Graves and Wilson",1,3,2025-05-30 20:28:19+05:30,0,DailyWear,Casual,Winter,Women,Women Casual Leggings - Lycra | 'Winter',"A stylish Leggings made from Lycra, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-05-30 20:28:19+05:30,2025-05-30 20:28:19+05:30
238,8,Nike,Spandex,"Gilbert, Kaiser and Riley",1,3,2025-06-10 17:20:15+05:30,0,DailyWear,Casual,Winter,Women,Women Casual Leggings - Spandex | 'Winter',"A stylish Leggings made from Spandex, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-06-10 17:20:15+05:30,2025-06-10 17:20:15+05:30
239,8,Jockey,Modal,"Colon, Higgins and Jones",1,3,2025-05-31 23:21:59+05:30,0,Festival,Casual,Winter,Women,Women Casual Leggings - Modal | 'Winter',"A stylish Leggings made from Modal, ideal for Winter fashion. Tailored for Women who prefer Casual looks.",2025-05-31 23:21:59+05:30,2025-05-31 23:21:59+05:30
240,8,Nike,Nylon,"Ellison, Perry and Terry",1,3,2025-06-08 19:12:37+05:30,0,Festival,Formal,Winter,Women,Women Formal Leggings - Nylon | 'Winter',"A stylish Leggings made from Nylon, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-08 19:12:37+05:30,2025-06-08 19:12:37+05:30
241,9,Puma,Faux Leather,"Gilbert, Kaiser and Riley",1,3,2025-06-06 15:53:54+05:30,0,DailyWear,Formal,Winter,Men,Men Formal Shoes - Faux Leather | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Men's [style] attire.",2025-06-06 15:53:54+05:30,2025-06-06 15:53:54+05:30
242,9,Nike,Leather,"Morris, Reid and Suarez",1,3,2025-06-04 02:36:57+05:30,0,Office,Formal,Winter,Women,Women Formal Shoes - Leather | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Women's [style] attire.",2025-06-04 02:36:57+05:30,2025-06-04 02:36:57+05:30
243,9,Clarks,Canvas,Eaton-Martin,1,3,2025-05-31 07:07:51+05:30,0,Travel,Casual,Summer,Unisex,Unisex Casual Shoes - Canvas | 'Summer',"Step out in style with these Shoes. Built for Summer comfort, designed for Unisex's [style] attire.",2025-05-31 07:07:51+05:30,2025-05-31 07:07:51+05:30
244,9,Adidas,Canvas,"Gilbert, Kaiser and Riley",1,3,2025-05-29 08:35:32+05:30,0,Office,Casual,Winter,Unisex,Unisex Casual Shoes - Canvas | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Unisex's [style] attire.",2025-05-29 08:35:32+05:30,2025-05-29 08:35:32+05:30
245,9,Adidas,Leather,"Gilbert, Kaiser and Riley",1,3,2025-06-20 03:48:01+05:30,0,Office,Casual,Summer,Women,Women Casual Shoes - Leather | 'Summer',"Step out in style with these Shoes. Built for Summer comfort, designed for Women's [style] attire.",2025-06-20 03:48:01+05:30,2025-06-20 03:48:01+05:30
246,9,Puma,Suede,"Jarvis, Green and Henderson",1,3,2025-05-26 22:07:52+05:30,0,Office,Formal,Winter,Women,Women Formal Shoes - Suede | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Women's [style] attire.",2025-05-26 22:07:52+05:30,2025-05-26 22:07:52+05:30
247,9,Adidas,Suede,Peterson PLC,1,3,2025-06-08 22:23:53+05:30,0,Travel,Formal,Winter,Men,Men Formal Shoes - Suede | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Men's [style] attire.",2025-06-08 22:23:53+05:30,2025-06-08 22:23:53+05:30
248,9,Woodland,Canvas,"Morris, Reid and Suarez",1,3,2025-06-02 02:41:44+05:30,0,Festival,Casual,Summer,Unisex,Unisex Casual Shoes - Canvas | 'Summer',"Step out in style with these Shoes. Built for Summer comfort, designed for Unisex's [style] attire.",2025-06-02 02:41:44+05:30,2025-06-02 02:41:44+05:30
249,9,Nike,Leather,"Colon, Higgins and Jones",1,3,2025-06-20 21:47:58+05:30,0,DailyWear,Formal,Winter,Unisex,Unisex Formal Shoes - Leather | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Unisex's [style] attire.",2025-06-20 21:47:58+05:30,2025-06-20 21:47:58+05:30
250,9,Clarks,Mesh,"Colon, Higgins and Jones",1,3,2025-06-16 09:59:31+05:30,0,Travel,Casual,Winter,Women,Women Casual Shoes - Mesh | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Women's [style] attire.",2025-06-16 09:59:31+05:30,2025-06-16 09:59:31+05:30
251,9,Adidas,Mesh,"Jarvis, Green and Henderson",1,3,2025-06-14 16:04:03+05:30,0,Travel,Casual,Winter,Unisex,Unisex Casual Shoes - Mesh | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Unisex's [style] attire.",2025-06-14 16:04:03+05:30,2025-06-14 16:04:03+05:30
252,9,Woodland,Faux Leather,Eaton-Martin,1,3,2025-05-24 05:48:31+05:30,0,DailyWear,Formal,Winter,Men,Men Formal Shoes - Faux Leather | 'Winter',"Step out in style with these Shoes. Built for Winter comfort, designed for Men's [style] attire.",2025-05-24 05:48:31+05:30,2025-05-24 05:48:31+05:30
